Centro;Material;Descri‡Æo do Material;C¢digo SKF;tt;;
0004;8159;ROL NU214 DI 70 DE 125 L 25;NU 214 ECP;NU 214 ECP8159;;
0009;8159;ROL NU214 DI 70 DE 125 L 25;NU 214 ECP;NU 214 ECP8159;;
0014;8159;ROL NU214 DI 70 DE 125 L 25;NU 214 ECP;NU 214 ECP8159;;
0017;8159;ROL NU214 DI 70 DE 125 L 25;NU 214 ECP;NU 214 ECP8159;;
0022;8159;ROL NU214 DI 70 DE 125 L 25;NU 214 ECP;NU 214 ECP8159;;
0024;8159;ROL NU214 DI 70 DE 125 L 25;NU 214 ECP;NU 214 ECP8159;;
0026;8159;ROL NU214 DI 70 DE 125 L 25;NU 214 ECP;NU 214 ECP8159;;
0029;8159;ROL NU214 DI 70 DE 125 L 25;NU 214 ECP;NU 214 ECP8159;;
0031;8159;ROL NU214 DI 70 DE 125 L 25;NU 214 ECP;NU 214 ECP8159;;
0032;8159;ROL NU214 DI 70 DE 125 L 25;NU 214 ECP;NU 214 ECP8159;;
0145;8159;ROL NU214 DI 70 DE 125 L 25;NU 214 ECP;NU 214 ECP8159;;
0187;8159;ROL NU214 DI 70 DE 125 L 25;NU 214 ECP;NU 214 ECP8159;;
0188;8159;ROL NU214 DI 70 DE 125 L 25;NU 214 ECP;NU 214 ECP8159;;
0189;8159;ROL NU214 DI 70 DE 125 L 25;NU 214 ECP;NU 214 ECP8159;;
0190;8159;ROL NU214 DI 70 DE 125 L 25;NU 214 ECP;NU 214 ECP8159;;
0017;224428;ROL NU214 ROLNU214DI70DE125L25 (3ø);NU 214 ECP;NU 214 ECP224428;;
0017;224429;ROL ROL21408007201 (3ø);NU 214 ECP;NU 214 ECP224429;;
0014;353437;ROLAMENTO NU214W M;NU 214 ECP;NU 214 ECP353437;;
0014;357420;ROLAMENTO NU214 DI70 125 L 25;NU 214 ECP;NU 214 ECP357420;;
0188;326802;ROLAMENTO NU 213 ECP/C3;NU 213 ECP/C3;NU 213 ECP/C3326802;;
0017;173220;ROL ROLO CONICO 65X120X23 NU 213;NU 213 ECP;NU 213 ECP173220;;
0032;173220;ROL ROLO CONICO 65X120X23 NU 213;NU 213 ECP;NU 213 ECP173220;;
0188;314217;ROLAMENTO RD NU213 ECP;NU 213 ECP;NU 213 ECP314217;;
0014;64346;ROL NU 213 13E-J;NU 213 ECJ;NU 213 ECJ64346;;
0017;64346;ROL NU 213 13E-J;NU 213 ECJ;NU 213 ECJ64346;;
0002;47527;ROL NU 211 C3 DI 55 DE 100 L 21;NU 211 ECP/C3;NU 211 ECP/C347527;;
0004;47527;ROL NU 211 C3 DI 55 DE 100 L 21;NU 211 ECP/C3;NU 211 ECP/C347527;;
0009;47527;ROL NU 211 C3 DI 55 DE 100 L 21;NU 211 ECP/C3;NU 211 ECP/C347527;;
0014;47527;ROL NU 211 C3 DI 55 DE 100 L 21;NU 211 ECP/C3;NU 211 ECP/C347527;;
0017;47527;ROL NU 211 C3 DI 55 DE 100 L 21;NU 211 ECP/C3;NU 211 ECP/C347527;;
0022;47527;ROL NU 211 C3 DI 55 DE 100 L 21;NU 211 ECP/C3;NU 211 ECP/C347527;;
0024;47527;ROL NU 211 C3 DI 55 DE 100 L 21;NU 211 ECP/C3;NU 211 ECP/C347527;;
0026;47527;ROL NU 211 C3 DI 55 DE 100 L 21;NU 211 ECP/C3;NU 211 ECP/C347527;;
0029;47527;ROL NU 211 C3 DI 55 DE 100 L 21;NU 211 ECP/C3;NU 211 ECP/C347527;;
0031;47527;ROL NU 211 C3 DI 55 DE 100 L 21;NU 211 ECP/C3;NU 211 ECP/C347527;;
0032;47527;ROL NU 211 C3 DI 55 DE 100 L 21;NU 211 ECP/C3;NU 211 ECP/C347527;;
0188;309938;Rolamento SKF NU210;NU 210 ECP;NU 210 ECP309938;;
0002;12592;ROL NU 207 K/C3;NU 207 ECKP/C3;NU 207 ECKP/C312592;;
0004;12592;ROL NU 207 K/C3;NU 207 ECKP/C3;NU 207 ECKP/C312592;;
0009;12592;ROL NU 207 K/C3;NU 207 ECKP/C3;NU 207 ECKP/C312592;;
0014;12592;ROL NU 207 K/C3;NU 207 ECKP/C3;NU 207 ECKP/C312592;;
0017;12592;ROL NU 207 K/C3;NU 207 ECKP/C3;NU 207 ECKP/C312592;;
0022;12592;ROL NU 207 K/C3;NU 207 ECKP/C3;NU 207 ECKP/C312592;;
0024;12592;ROL NU 207 K/C3;NU 207 ECKP/C3;NU 207 ECKP/C312592;;
0026;12592;ROL NU 207 K/C3;NU 207 ECKP/C3;NU 207 ECKP/C312592;;
0029;12592;ROL NU 207 K/C3;NU 207 ECKP/C3;NU 207 ECKP/C312592;;
0031;12592;ROL NU 207 K/C3;NU 207 ECKP/C3;NU 207 ECKP/C312592;;
0032;12592;ROL NU 207 K/C3;NU 207 ECKP/C3;NU 207 ECKP/C312592;;
0145;12592;ROL NU 207 K/C3;NU 207 ECKP/C3;NU 207 ECKP/C312592;;
0175;12592;ROL NU 207 K/C3;NU 207 ECKP/C3;NU 207 ECKP/C312592;;
0187;12592;ROL NU 207 K/C3;NU 207 ECKP/C3;NU 207 ECKP/C312592;;
0188;12592;ROL NU 207 K/C3;NU 207 ECKP/C3;NU 207 ECKP/C312592;;
0189;12592;ROL NU 207 K/C3;NU 207 ECKP/C3;NU 207 ECKP/C312592;;
0190;12592;ROL NU 207 K/C3;NU 207 ECKP/C3;NU 207 ECKP/C312592;;
0002;312749;Rolamento RD NU207 K;NU 207 ECKP/C3;NU 207 ECKP/C3312749;;
0004;312749;Rolamento RD NU207 K;NU 207 ECKP/C3;NU 207 ECKP/C3312749;;
0009;312749;Rolamento RD NU207 K;NU 207 ECKP/C3;NU 207 ECKP/C3312749;;
0014;312749;Rolamento RD NU207 K;NU 207 ECKP/C3;NU 207 ECKP/C3312749;;
0017;312749;Rolamento RD NU207 K;NU 207 ECKP/C3;NU 207 ECKP/C3312749;;
0024;312749;Rolamento RD NU207 K;NU 207 ECKP/C3;NU 207 ECKP/C3312749;;
0026;312749;Rolamento RD NU207 K;NU 207 ECKP/C3;NU 207 ECKP/C3312749;;
0031;312749;Rolamento RD NU207 K;NU 207 ECKP/C3;NU 207 ECKP/C3312749;;
0032;312749;Rolamento RD NU207 K;NU 207 ECKP/C3;NU 207 ECKP/C3312749;;
0145;312749;Rolamento RD NU207 K;NU 207 ECKP/C3;NU 207 ECKP/C3312749;;
0186;312749;Rolamento RD NU207 K;NU 207 ECKP/C3;NU 207 ECKP/C3312749;;
0187;312749;Rolamento RD NU207 K;NU 207 ECKP/C3;NU 207 ECKP/C3312749;;
0188;312749;Rolamento RD NU207 K;NU 207 ECKP/C3;NU 207 ECKP/C3312749;;
0189;312749;Rolamento RD NU207 K;NU 207 ECKP/C3;NU 207 ECKP/C3312749;;
0190;312749;Rolamento RD NU207 K;NU 207 ECKP/C3;NU 207 ECKP/C3312749;;
0002;17577;BUCHA CONICA P/ ROL NU206 C-3;NU 206 ECP/C3;NU 206 ECP/C317577;;
0004;17577;BUCHA CONICA P/ ROL NU206 C-3;NU 206 ECP/C3;NU 206 ECP/C317577;;
0026;17577;BUCHA CONICA P/ ROL NU206 C-3;NU 206 ECP/C3;NU 206 ECP/C317577;;
0032;17577;BUCHA CONICA P/ ROL NU206 C-3;NU 206 ECP/C3;NU 206 ECP/C317577;;
0024;54861;ROL NU 206 ECP;NU 206 ECP;NU 206 ECP54861;;
0188;319916;ROLAMENTO RD NU 206 X;NU 206 ECP;NU 206 ECP319916;;
0002;21123;ROL NU 206 KC3;NU 206 ECKP/C3;NU 206 ECKP/C321123;;
0004;21123;ROL NU 206 KC3;NU 206 ECKP/C3;NU 206 ECKP/C321123;;
0009;21123;ROL NU 206 KC3;NU 206 ECKP/C3;NU 206 ECKP/C321123;;
0014;21123;ROL NU 206 KC3;NU 206 ECKP/C3;NU 206 ECKP/C321123;;
0017;21123;ROL NU 206 KC3;NU 206 ECKP/C3;NU 206 ECKP/C321123;;
0022;21123;ROL NU 206 KC3;NU 206 ECKP/C3;NU 206 ECKP/C321123;;
0024;21123;ROL NU 206 KC3;NU 206 ECKP/C3;NU 206 ECKP/C321123;;
0026;21123;ROL NU 206 KC3;NU 206 ECKP/C3;NU 206 ECKP/C321123;;
0029;21123;ROL NU 206 KC3;NU 206 ECKP/C3;NU 206 ECKP/C321123;;
0031;21123;ROL NU 206 KC3;NU 206 ECKP/C3;NU 206 ECKP/C321123;;
0032;21123;ROL NU 206 KC3;NU 206 ECKP/C3;NU 206 ECKP/C321123;;
0145;21123;ROL NU 206 KC3;NU 206 ECKP/C3;NU 206 ECKP/C321123;;
0187;21123;ROL NU 206 KC3;NU 206 ECKP/C3;NU 206 ECKP/C321123;;
0188;21123;ROL NU 206 KC3;NU 206 ECKP/C3;NU 206 ECKP/C321123;;
0189;21123;ROL NU 206 KC3;NU 206 ECKP/C3;NU 206 ECKP/C321123;;
0190;21123;ROL NU 206 KC3;NU 206 ECKP/C3;NU 206 ECKP/C321123;;
0190;312659;Rolamento Rd Nu206 Eckp;NU 206 ECKP/C3;NU 206 ECKP/C3312659;;
0187;312703;Rolamento Rd Nu205 E;NU 205 ECP;NU 205 ECP312703;;
0190;312703;Rolamento Rd Nu205 E;NU 205 ECP;NU 205 ECP312703;;
0024;62050;ROL NU1011 DI 55 DE 9 L 18;NU 1011 ECP;NU 1011 ECP62050;;
0188;326770;ROLAMENTO NU 1007 - FAG;NU 1007 ECP;NU 1007 ECP326770;;
0002;50351;ROL NNF 5014 ADA 2 DI 70 DE 110 L 54;NNF 5014 ADB-2LSV;NNF 5014 ADB-2LSV50351;;
0004;50351;ROL NNF 5014 ADA 2 DI 70 DE 110 L 54;NNF 5014 ADB-2LSV;NNF 5014 ADB-2LSV50351;;
0009;50351;ROL NNF 5014 ADA 2 DI 70 DE 110 L 54;NNF 5014 ADB-2LSV;NNF 5014 ADB-2LSV50351;;
0014;50351;ROL NNF 5014 ADA 2 DI 70 DE 110 L 54;NNF 5014 ADB-2LSV;NNF 5014 ADB-2LSV50351;;
0017;50351;ROL NNF 5014 ADA 2 DI 70 DE 110 L 54;NNF 5014 ADB-2LSV;NNF 5014 ADB-2LSV50351;;
0022;50351;ROL NNF 5014 ADA 2 DI 70 DE 110 L 54;NNF 5014 ADB-2LSV;NNF 5014 ADB-2LSV50351;;
0024;50351;ROL NNF 5014 ADA 2 DI 70 DE 110 L 54;NNF 5014 ADB-2LSV;NNF 5014 ADB-2LSV50351;;
0026;50351;ROL NNF 5014 ADA 2 DI 70 DE 110 L 54;NNF 5014 ADB-2LSV;NNF 5014 ADB-2LSV50351;;
0029;50351;ROL NNF 5014 ADA 2 DI 70 DE 110 L 54;NNF 5014 ADB-2LSV;NNF 5014 ADB-2LSV50351;;
0031;50351;ROL NNF 5014 ADA 2 DI 70 DE 110 L 54;NNF 5014 ADB-2LSV;NNF 5014 ADB-2LSV50351;;
0032;50351;ROL NNF 5014 ADA 2 DI 70 DE 110 L 54;NNF 5014 ADB-2LSV;NNF 5014 ADB-2LSV50351;;
0145;50351;ROL NNF 5014 ADA 2 DI 70 DE 110 L 54;NNF 5014 ADB-2LSV;NNF 5014 ADB-2LSV50351;;
0187;50351;ROL NNF 5014 ADA 2 DI 70 DE 110 L 54;NNF 5014 ADB-2LSV;NNF 5014 ADB-2LSV50351;;
0188;50351;ROL NNF 5014 ADA 2 DI 70 DE 110 L 54;NNF 5014 ADB-2LSV;NNF 5014 ADB-2LSV50351;;
0189;50351;ROL NNF 5014 ADA 2 DI 70 DE 110 L 54;NNF 5014 ADB-2LSV;NNF 5014 ADB-2LSV50351;;
0190;50351;ROL NNF 5014 ADA 2 DI 70 DE 110 L 54;NNF 5014 ADB-2LSV;NNF 5014 ADB-2LSV50351;;
0002;190571;ROL 20X42X30MM C/CANAL NNF5004 ADB-2LSV;NNF 5004 ADB-2LSV;NNF 5004 ADB-2LSV190571;;
0004;190571;ROL 20X42X30MM C/CANAL NNF5004 ADB-2LSV;NNF 5004 ADB-2LSV;NNF 5004 ADB-2LSV190571;;
0009;190571;ROL 20X42X30MM C/CANAL NNF5004 ADB-2LSV;NNF 5004 ADB-2LSV;NNF 5004 ADB-2LSV190571;;
0014;190571;ROL 20X42X30MM C/CANAL NNF5004 ADB-2LSV;NNF 5004 ADB-2LSV;NNF 5004 ADB-2LSV190571;;
0017;190571;ROL 20X42X30MM C/CANAL NNF5004 ADB-2LSV;NNF 5004 ADB-2LSV;NNF 5004 ADB-2LSV190571;;
0024;190571;ROL 20X42X30MM C/CANAL NNF5004 ADB-2LSV;NNF 5004 ADB-2LSV;NNF 5004 ADB-2LSV190571;;
0026;190571;ROL 20X42X30MM C/CANAL NNF5004 ADB-2LSV;NNF 5004 ADB-2LSV;NNF 5004 ADB-2LSV190571;;
0031;190571;ROL 20X42X30MM C/CANAL NNF5004 ADB-2LSV;NNF 5004 ADB-2LSV;NNF 5004 ADB-2LSV190571;;
0032;190571;ROL 20X42X30MM C/CANAL NNF5004 ADB-2LSV;NNF 5004 ADB-2LSV;NNF 5004 ADB-2LSV190571;;
0145;190571;ROL 20X42X30MM C/CANAL NNF5004 ADB-2LSV;NNF 5004 ADB-2LSV;NNF 5004 ADB-2LSV190571;;
0187;190571;ROL 20X42X30MM C/CANAL NNF5004 ADB-2LSV;NNF 5004 ADB-2LSV;NNF 5004 ADB-2LSV190571;;
0188;190571;ROL 20X42X30MM C/CANAL NNF5004 ADB-2LSV;NNF 5004 ADB-2LSV;NNF 5004 ADB-2LSV190571;;
0189;190571;ROL 20X42X30MM C/CANAL NNF5004 ADB-2LSV;NNF 5004 ADB-2LSV;NNF 5004 ADB-2LSV190571;;
0190;190571;ROL 20X42X30MM C/CANAL NNF5004 ADB-2LSV;NNF 5004 ADB-2LSV;NNF 5004 ADB-2LSV190571;;
0002;77005;ROL NN3013;NN 3013 TN/SP;NN 3013 TN/SP77005;;
0004;77005;ROL NN3013;NN 3013 TN/SP;NN 3013 TN/SP77005;;
0009;77005;ROL NN3013;NN 3013 TN/SP;NN 3013 TN/SP77005;;
0014;77005;ROL NN3013;NN 3013 TN/SP;NN 3013 TN/SP77005;;
0017;77005;ROL NN3013;NN 3013 TN/SP;NN 3013 TN/SP77005;;
0022;77005;ROL NN3013;NN 3013 TN/SP;NN 3013 TN/SP77005;;
0024;77005;ROL NN3013;NN 3013 TN/SP;NN 3013 TN/SP77005;;
0026;77005;ROL NN3013;NN 3013 TN/SP;NN 3013 TN/SP77005;;
0029;77005;ROL NN3013;NN 3013 TN/SP;NN 3013 TN/SP77005;;
0031;77005;ROL NN3013;NN 3013 TN/SP;NN 3013 TN/SP77005;;
0032;77005;ROL NN3013;NN 3013 TN/SP;NN 3013 TN/SP77005;;
0004;133287;ROL NKX 40-Z-XL;NKX 40 Z;NKX 40 Z133287;;
0002;7905;ROL AGULHA NKIB5906;NKIB 5906;NKIB 59067905;;
0004;7905;ROL AGULHA NKIB5906;NKIB 5906;NKIB 59067905;;
0017;7905;ROL AGULHA NKIB5906;NKIB 5906;NKIB 59067905;;
0022;7905;ROL AGULHA NKIB5906;NKIB 5906;NKIB 59067905;;
0032;7905;ROL AGULHA NKIB5906;NKIB 5906;NKIB 59067905;;
0190;312684;Rolamento ES 5905 NKIB;NKIB 5905;NKIB 5905312684;;
0188;326773;ROLAMENTO NKIB 5902 - INA;NKIB 5902;NKIB 5902326773;;
0188;326757;ROLAMENTO AGULHA 5904 NK 1A;NKIA 5904;NKIA 5904326757;;
0190;326757;ROLAMENTO AGULHA 5904 NK 1A;NKIA 5904;NKIA 5904326757;;
0032;190545;ROL AGULHA NKI8526 ACO ANEL INT FECHADO;NKI 85/26;NKI 85/26190545;;
0188;323001;ROLAMENTO RE NKI60/35;NKI 60/35;NKI 60/35323001;;
0188;305112;ROLAMENTO AGULHA NKI 45/25 C2;NKI 45/25 TN;NKI 45/25 TN305112;;
0002;6409;ROL NKI 40/20;NKI 40/20 TN;NKI 40/20 TN6409;;
0004;6409;ROL NKI 40/20;NKI 40/20 TN;NKI 40/20 TN6409;;
0009;6409;ROL NKI 40/20;NKI 40/20 TN;NKI 40/20 TN6409;;
0014;6409;ROL NKI 40/20;NKI 40/20 TN;NKI 40/20 TN6409;;
0017;6409;ROL NKI 40/20;NKI 40/20 TN;NKI 40/20 TN6409;;
0022;6409;ROL NKI 40/20;NKI 40/20 TN;NKI 40/20 TN6409;;
0024;6409;ROL NKI 40/20;NKI 40/20 TN;NKI 40/20 TN6409;;
0026;6409;ROL NKI 40/20;NKI 40/20 TN;NKI 40/20 TN6409;;
0029;6409;ROL NKI 40/20;NKI 40/20 TN;NKI 40/20 TN6409;;
0031;6409;ROL NKI 40/20;NKI 40/20 TN;NKI 40/20 TN6409;;
0032;6409;ROL NKI 40/20;NKI 40/20 TN;NKI 40/20 TN6409;;
0145;6409;ROL NKI 40/20;NKI 40/20 TN;NKI 40/20 TN6409;;
0187;6409;ROL NKI 40/20;NKI 40/20 TN;NKI 40/20 TN6409;;
0188;6409;ROL NKI 40/20;NKI 40/20 TN;NKI 40/20 TN6409;;
0189;6409;ROL NKI 40/20;NKI 40/20 TN;NKI 40/20 TN6409;;
0190;6409;ROL NKI 40/20;NKI 40/20 TN;NKI 40/20 TN6409;;
0002;225528;ROL NKI 40/20 F0112L853AAAA9 (3ø);NKI 40/20 TN;NKI 40/20 TN225528;;
0188;314220;ROLAMENTO RE NKI40/20;NKI 40/20 TN;NKI 40/20 TN314220;;
0187;319712;Rolamento Re Nki30/20;NKI 30/20 TN;NKI 30/20 TN319712;;
0188;319712;Rolamento Re Nki30/20;NKI 30/20 TN;NKI 30/20 TN319712;;
0187;317694;Rolamento Re Nki25/20;NKI 25/20 TN;NKI 25/20 TN317694;;
0014;15588;ROL NK50/25 S500840112500 KRONES;NK 50/25 TN;NK 50/25 TN15588;;
0017;15588;ROL NK50/25 S500840112500 KRONES;NK 50/25 TN;NK 50/25 TN15588;;
0022;15588;ROL NK50/25 S500840112500 KRONES;NK 50/25 TN;NK 50/25 TN15588;;
0024;15588;ROL NK50/25 S500840112500 KRONES;NK 50/25 TN;NK 50/25 TN15588;;
0175;15588;ROL NK50/25 S500840112500 KRONES;NK 50/25 TN;NK 50/25 TN15588;;
0002;40632;ROL AGULHA NK40/30INA 0900017246 KRONES;NK 40/30;NK 40/3040632;;
0004;40632;ROL AGULHA NK40/30INA 0900017246 KRONES;NK 40/30;NK 40/3040632;;
0009;40632;ROL AGULHA NK40/30INA 0900017246 KRONES;NK 40/30;NK 40/3040632;;
0014;40632;ROL AGULHA NK40/30INA 0900017246 KRONES;NK 40/30;NK 40/3040632;;
0017;40632;ROL AGULHA NK40/30INA 0900017246 KRONES;NK 40/30;NK 40/3040632;;
0020;40632;ROL AGULHA NK40/30INA 0900017246 KRONES;NK 40/30;NK 40/3040632;;
0022;40632;ROL AGULHA NK40/30INA 0900017246 KRONES;NK 40/30;NK 40/3040632;;
0024;40632;ROL AGULHA NK40/30INA 0900017246 KRONES;NK 40/30;NK 40/3040632;;
0026;40632;ROL AGULHA NK40/30INA 0900017246 KRONES;NK 40/30;NK 40/3040632;;
0029;40632;ROL AGULHA NK40/30INA 0900017246 KRONES;NK 40/30;NK 40/3040632;;
0031;40632;ROL AGULHA NK40/30INA 0900017246 KRONES;NK 40/30;NK 40/3040632;;
0032;40632;ROL AGULHA NK40/30INA 0900017246 KRONES;NK 40/30;NK 40/3040632;;
0188;326772;ROLAMENTO NK 30/20 - INA;NK 30/20 TN;NK 30/20 TN326772;;
0002;25485;ROL NJ310E TVP2 50X;NJ 310 ECP;NJ 310 ECP25485;;
0004;25485;ROL NJ310E TVP2 50X;NJ 310 ECP;NJ 310 ECP25485;;
0009;25485;ROL NJ310E TVP2 50X;NJ 310 ECP;NJ 310 ECP25485;;
0014;25485;ROL NJ310E TVP2 50X;NJ 310 ECP;NJ 310 ECP25485;;
0017;25485;ROL NJ310E TVP2 50X;NJ 310 ECP;NJ 310 ECP25485;;
0022;25485;ROL NJ310E TVP2 50X;NJ 310 ECP;NJ 310 ECP25485;;
0024;25485;ROL NJ310E TVP2 50X;NJ 310 ECP;NJ 310 ECP25485;;
0026;25485;ROL NJ310E TVP2 50X;NJ 310 ECP;NJ 310 ECP25485;;
0029;25485;ROL NJ310E TVP2 50X;NJ 310 ECP;NJ 310 ECP25485;;
0031;25485;ROL NJ310E TVP2 50X;NJ 310 ECP;NJ 310 ECP25485;;
0032;25485;ROL NJ310E TVP2 50X;NJ 310 ECP;NJ 310 ECP25485;;
0002;28630;ROL NJ 310 EC;NJ 310 ECP;NJ 310 ECP28630;;
0004;28630;ROL NJ 310 EC;NJ 310 ECP;NJ 310 ECP28630;;
0004;236030;ROL R CON NJ310 ZLS LAV 03104171000 M;NJ 310 ECP;NJ 310 ECP236030;;
0188;313240;ROLAMENTO RD NJ310 ECP;NJ 310 ECP;NJ 310 ECP313240;;
0187;310728;Rolamento Mcpa BB17339B;NJ 309 ECP;NJ 309 ECP310728;;
0002;310780;Rolamento NJ 309 ECP;NJ 309 ECP;NJ 309 ECP310780;;
0004;310780;Rolamento NJ 309 ECP;NJ 309 ECP;NJ 309 ECP310780;;
0009;310780;Rolamento NJ 309 ECP;NJ 309 ECP;NJ 309 ECP310780;;
0014;310780;Rolamento NJ 309 ECP;NJ 309 ECP;NJ 309 ECP310780;;
0017;310780;Rolamento NJ 309 ECP;NJ 309 ECP;NJ 309 ECP310780;;
0024;310780;Rolamento NJ 309 ECP;NJ 309 ECP;NJ 309 ECP310780;;
0026;310780;Rolamento NJ 309 ECP;NJ 309 ECP;NJ 309 ECP310780;;
0031;310780;Rolamento NJ 309 ECP;NJ 309 ECP;NJ 309 ECP310780;;
0032;310780;Rolamento NJ 309 ECP;NJ 309 ECP;NJ 309 ECP310780;;
0145;310780;Rolamento NJ 309 ECP;NJ 309 ECP;NJ 309 ECP310780;;
0187;310780;Rolamento NJ 309 ECP;NJ 309 ECP;NJ 309 ECP310780;;
0188;310780;Rolamento NJ 309 ECP;NJ 309 ECP;NJ 309 ECP310780;;
0189;310780;Rolamento NJ 309 ECP;NJ 309 ECP;NJ 309 ECP310780;;
0190;310780;Rolamento NJ 309 ECP;NJ 309 ECP;NJ 309 ECP310780;;
0002;25484;ROL NJ307 E;NJ 307 ECP;NJ 307 ECP25484;;
0004;25484;ROL NJ307 E;NJ 307 ECP;NJ 307 ECP25484;;
0009;25484;ROL NJ307 E;NJ 307 ECP;NJ 307 ECP25484;;
0014;25484;ROL NJ307 E;NJ 307 ECP;NJ 307 ECP25484;;
0017;25484;ROL NJ307 E;NJ 307 ECP;NJ 307 ECP25484;;
0022;25484;ROL NJ307 E;NJ 307 ECP;NJ 307 ECP25484;;
0024;25484;ROL NJ307 E;NJ 307 ECP;NJ 307 ECP25484;;
0026;25484;ROL NJ307 E;NJ 307 ECP;NJ 307 ECP25484;;
0029;25484;ROL NJ307 E;NJ 307 ECP;NJ 307 ECP25484;;
0031;25484;ROL NJ307 E;NJ 307 ECP;NJ 307 ECP25484;;
0032;25484;ROL NJ307 E;NJ 307 ECP;NJ 307 ECP25484;;
0004;236029;ROL R CON NJ307 ZLS LAV 03104170970 M;NJ 307 ECP;NJ 307 ECP236029;;
0189;258669;Rolamento RD NJ 307;NJ 307 ECP;NJ 307 ECP258669;;
0188;317898;Rolamento NJ 307WC3 -;NJ 307 ECP;NJ 307 ECP317898;;
0002;76013;ROL ROLO CIL DIN 5412 NJ212E;NJ 212 ECP;NJ 212 ECP76013;;
0004;76013;ROL ROLO CIL DIN 5412 NJ212E;NJ 212 ECP;NJ 212 ECP76013;;
0009;76013;ROL ROLO CIL DIN 5412 NJ212E;NJ 212 ECP;NJ 212 ECP76013;;
0014;76013;ROL ROLO CIL DIN 5412 NJ212E;NJ 212 ECP;NJ 212 ECP76013;;
0017;76013;ROL ROLO CIL DIN 5412 NJ212E;NJ 212 ECP;NJ 212 ECP76013;;
0022;76013;ROL ROLO CIL DIN 5412 NJ212E;NJ 212 ECP;NJ 212 ECP76013;;
0024;76013;ROL ROLO CIL DIN 5412 NJ212E;NJ 212 ECP;NJ 212 ECP76013;;
0026;76013;ROL ROLO CIL DIN 5412 NJ212E;NJ 212 ECP;NJ 212 ECP76013;;
0029;76013;ROL ROLO CIL DIN 5412 NJ212E;NJ 212 ECP;NJ 212 ECP76013;;
0031;76013;ROL ROLO CIL DIN 5412 NJ212E;NJ 212 ECP;NJ 212 ECP76013;;
0032;76013;ROL ROLO CIL DIN 5412 NJ212E;NJ 212 ECP;NJ 212 ECP76013;;
0189;316962;Rolamento Rd Nj211;NJ 211 ECP;NJ 211 ECP316962;;
0190;316962;Rolamento Rd Nj211;NJ 211 ECP;NJ 211 ECP316962;;
0002;118455;ROL ROLO CIL DIN5412 NJ210E;NJ 210 ECP;NJ 210 ECP118455;;
0004;118455;ROL ROLO CIL DIN5412 NJ210E;NJ 210 ECP;NJ 210 ECP118455;;
0009;118455;ROL ROLO CIL DIN5412 NJ210E;NJ 210 ECP;NJ 210 ECP118455;;
0014;118455;ROL ROLO CIL DIN5412 NJ210E;NJ 210 ECP;NJ 210 ECP118455;;
0017;118455;ROL ROLO CIL DIN5412 NJ210E;NJ 210 ECP;NJ 210 ECP118455;;
0022;118455;ROL ROLO CIL DIN5412 NJ210E;NJ 210 ECP;NJ 210 ECP118455;;
0024;118455;ROL ROLO CIL DIN5412 NJ210E;NJ 210 ECP;NJ 210 ECP118455;;
0026;118455;ROL ROLO CIL DIN5412 NJ210E;NJ 210 ECP;NJ 210 ECP118455;;
0029;118455;ROL ROLO CIL DIN5412 NJ210E;NJ 210 ECP;NJ 210 ECP118455;;
0031;118455;ROL ROLO CIL DIN5412 NJ210E;NJ 210 ECP;NJ 210 ECP118455;;
0032;118455;ROL ROLO CIL DIN5412 NJ210E;NJ 210 ECP;NJ 210 ECP118455;;
0175;118455;ROL ROLO CIL DIN5412 NJ210E;NJ 210 ECP;NJ 210 ECP118455;;
0189;317020;Rolamento RD NJ 208;NJ 208 ECP;NJ 208 ECP317020;;
0190;317020;Rolamento RD NJ 208;NJ 208 ECP;NJ 208 ECP317020;;
0186;306871;Rolamento Rd Nj 206;NJ 206 ECP;NJ 206 ECP306871;;
0187;306871;Rolamento Rd Nj 206;NJ 206 ECP;NJ 206 ECP306871;;
0188;306871;Rolamento Rd Nj 206;NJ 206 ECP;NJ 206 ECP306871;;
0002;26594;ROL NJ 205 ECP;NJ 205 ECP;NJ 205 ECP26594;;
0004;26594;ROL NJ 205 ECP;NJ 205 ECP;NJ 205 ECP26594;;
0009;26594;ROL NJ 205 ECP;NJ 205 ECP;NJ 205 ECP26594;;
0014;26594;ROL NJ 205 ECP;NJ 205 ECP;NJ 205 ECP26594;;
0017;26594;ROL NJ 205 ECP;NJ 205 ECP;NJ 205 ECP26594;;
0022;26594;ROL NJ 205 ECP;NJ 205 ECP;NJ 205 ECP26594;;
0024;26594;ROL NJ 205 ECP;NJ 205 ECP;NJ 205 ECP26594;;
0026;26594;ROL NJ 205 ECP;NJ 205 ECP;NJ 205 ECP26594;;
0029;26594;ROL NJ 205 ECP;NJ 205 ECP;NJ 205 ECP26594;;
0031;26594;ROL NJ 205 ECP;NJ 205 ECP;NJ 205 ECP26594;;
0032;26594;ROL NJ 205 ECP;NJ 205 ECP;NJ 205 ECP26594;;
0189;317022;Rolamento RD NU 203;NJ 203 ECP;NJ 203 ECP317022;;
0190;250078;ROLAMENTO NATV 6 PP M;NATV 6 PPA;NATV 6 PPA250078;;
0188;316631;Rolamento ES NATV 30;NATV 30;NATV 30316631;;
0002;145462;ROL NATR 25PP;NATR 25 PPA;NATR 25 PPA145462;;
0004;145462;ROL NATR 25PP;NATR 25 PPA;NATR 25 PPA145462;;
