Centro;Material;Descri‡Æo do Material;C¢digo SKF;tt;;
0024;36329;ROL 30306JR P/EXTERNO CUBO RODA TRAS-EMP;30306 J2/QCLN;30306 J2/QCLN36329;;
0026;36329;ROL 30306JR P/EXTERNO CUBO RODA TRAS-EMP;30306 J2/QCLN;30306 J2/QCLN36329;;
0002;44517;ROL 30306D DE 72 L 20.75;30306 J2/QCLN;30306 J2/QCLN44517;;
0004;44517;ROL 30306D DE 72 L 20.75;30306 J2/QCLN;30306 J2/QCLN44517;;
0009;44517;ROL 30306D DE 72 L 20.75;30306 J2/QCLN;30306 J2/QCLN44517;;
0014;44517;ROL 30306D DE 72 L 20.75;30306 J2/QCLN;30306 J2/QCLN44517;;
0017;44517;ROL 30306D DE 72 L 20.75;30306 J2/QCLN;30306 J2/QCLN44517;;
0022;44517;ROL 30306D DE 72 L 20.75;30306 J2/QCLN;30306 J2/QCLN44517;;
0024;44517;ROL 30306D DE 72 L 20.75;30306 J2/QCLN;30306 J2/QCLN44517;;
0026;44517;ROL 30306D DE 72 L 20.75;30306 J2/QCLN;30306 J2/QCLN44517;;
0029;44517;ROL 30306D DE 72 L 20.75;30306 J2/QCLN;30306 J2/QCLN44517;;
0031;44517;ROL 30306D DE 72 L 20.75;30306 J2/QCLN;30306 J2/QCLN44517;;
0032;44517;ROL 30306D DE 72 L 20.75;30306 J2/QCLN;30306 J2/QCLN44517;;
0187;316524;Rolamento Gb 30306;30306 J2/QCLN;30306 J2/QCLN316524;;
0188;316524;Rolamento Gb 30306;30306 J2/QCLN;30306 J2/QCLN316524;;
0189;316524;Rolamento Gb 30306;30306 J2/QCLN;30306 J2/QCLN316524;;
0190;316524;Rolamento Gb 30306;30306 J2/QCLN;30306 J2/QCLN316524;;
0004;344610;ROLAMENTO 30306 C34.5 RED NOD 24303060 M;30306 J2/QCLN;30306 J2/QCLN344610;;
0002;21027;ROL CONICO 30305 J2;30305 J2/QVB281;30305 J2/QVB28121027;;
0004;21027;ROL CONICO 30305 J2;30305 J2/QVB281;30305 J2/QVB28121027;;
0009;21027;ROL CONICO 30305 J2;30305 J2/QVB281;30305 J2/QVB28121027;;
0014;21027;ROL CONICO 30305 J2;30305 J2/QVB281;30305 J2/QVB28121027;;
0017;21027;ROL CONICO 30305 J2;30305 J2/QVB281;30305 J2/QVB28121027;;
0022;21027;ROL CONICO 30305 J2;30305 J2/QVB281;30305 J2/QVB28121027;;
0024;21027;ROL CONICO 30305 J2;30305 J2/QVB281;30305 J2/QVB28121027;;
0026;21027;ROL CONICO 30305 J2;30305 J2/QVB281;30305 J2/QVB28121027;;
0029;21027;ROL CONICO 30305 J2;30305 J2/QVB281;30305 J2/QVB28121027;;
0031;21027;ROL CONICO 30305 J2;30305 J2/QVB281;30305 J2/QVB28121027;;
0032;21027;ROL CONICO 30305 J2;30305 J2/QVB281;30305 J2/QVB28121027;;
0145;21027;ROL CONICO 30305 J2;30305 J2/QVB281;30305 J2/QVB28121027;;
0187;21027;ROL CONICO 30305 J2;30305 J2/QVB281;30305 J2/QVB28121027;;
0188;21027;ROL CONICO 30305 J2;30305 J2/QVB281;30305 J2/QVB28121027;;
0189;21027;ROL CONICO 30305 J2;30305 J2/QVB281;30305 J2/QVB28121027;;
0190;21027;ROL CONICO 30305 J2;30305 J2/QVB281;30305 J2/QVB28121027;;
0014;334619;ROL RC 30305 RED SEW 1393866 M;30305 C;30305 C334619;;
0024;334619;ROL RC 30305 RED SEW 1393866 M;30305 C;30305 C334619;;
0187;314468;Rolamento GB 30302 J2;30302 J2;30302 J2314468;;
0188;314145;ROLAMENTO GB 30214;30214 J2/Q;30214 J2/Q314145;;
0002;71618;ROL 30212 Q;30212 J2/Q;30212 J2/Q71618;;
0004;71618;ROL 30212 Q;30212 J2/Q;30212 J2/Q71618;;
0009;71618;ROL 30212 Q;30212 J2/Q;30212 J2/Q71618;;
0014;71618;ROL 30212 Q;30212 J2/Q;30212 J2/Q71618;;
0017;71618;ROL 30212 Q;30212 J2/Q;30212 J2/Q71618;;
0022;71618;ROL 30212 Q;30212 J2/Q;30212 J2/Q71618;;
0024;71618;ROL 30212 Q;30212 J2/Q;30212 J2/Q71618;;
0026;71618;ROL 30212 Q;30212 J2/Q;30212 J2/Q71618;;
0029;71618;ROL 30212 Q;30212 J2/Q;30212 J2/Q71618;;
0031;71618;ROL 30212 Q;30212 J2/Q;30212 J2/Q71618;;
0032;71618;ROL 30212 Q;30212 J2/Q;30212 J2/Q71618;;
0187;305422;Rolamento Gb 30212 Q;30212 J2/Q;30212 J2/Q305422;;
0188;313149;Rolamento Gb 30212J Ca;30212 J2/Q;30212 J2/Q313149;;
0190;313149;Rolamento Gb 30212J Ca;30212 J2/Q;30212 J2/Q313149;;
0186;316523;Rolamento Gb 30211;30212 J2/Q;30212 J2/Q316523;;
0189;316523;Rolamento Gb 30211;30212 J2/Q;30212 J2/Q316523;;
0190;316523;Rolamento Gb 30211;30212 J2/Q;30212 J2/Q316523;;
0188;317959;ROLAMENTO 30212/J2/Q - SKF;30212 J2/Q;30212 J2/Q317959;;
0002;3897;Rolamento GB 30206 J2;30207 J2/Q;30207 J2/Q3897;;
0004;3897;Rolamento GB 30206 J2;30207 J2/Q;30207 J2/Q3897;;
0009;3897;Rolamento GB 30206 J2;30207 J2/Q;30207 J2/Q3897;;
0014;3897;Rolamento GB 30206 J2;30207 J2/Q;30207 J2/Q3897;;
0017;3897;Rolamento GB 30206 J2;30207 J2/Q;30207 J2/Q3897;;
0020;3897;Rolamento GB 30206 J2;30207 J2/Q;30207 J2/Q3897;;
0022;3897;Rolamento GB 30206 J2;30207 J2/Q;30207 J2/Q3897;;
0024;3897;Rolamento GB 30206 J2;30207 J2/Q;30207 J2/Q3897;;
0026;3897;Rolamento GB 30206 J2;30207 J2/Q;30207 J2/Q3897;;
0029;3897;Rolamento GB 30206 J2;30207 J2/Q;30207 J2/Q3897;;
0031;3897;Rolamento GB 30206 J2;30207 J2/Q;30207 J2/Q3897;;
0032;3897;Rolamento GB 30206 J2;30207 J2/Q;30207 J2/Q3897;;
0145;3897;Rolamento GB 30206 J2;30207 J2/Q;30207 J2/Q3897;;
0186;3897;Rolamento GB 30206 J2;30207 J2/Q;30207 J2/Q3897;;
0187;3897;Rolamento GB 30206 J2;30207 J2/Q;30207 J2/Q3897;;
0188;3897;Rolamento GB 30206 J2;30207 J2/Q;30207 J2/Q3897;;
0189;3897;Rolamento GB 30206 J2;30207 J2/Q;30207 J2/Q3897;;
0190;3897;Rolamento GB 30206 J2;30207 J2/Q;30207 J2/Q3897;;
0002;21022;ROL 32207 J2;30207 J2/Q;30207 J2/Q21022;;
0014;21022;ROL 32207 J2;30207 J2/Q;30207 J2/Q21022;;
0017;21022;ROL 32207 J2;30207 J2/Q;30207 J2/Q21022;;
0032;21022;ROL 32207 J2;30207 J2/Q;30207 J2/Q21022;;
0002;21044;ROL 30207 J2 DI 35 DE 72 L 15;30207 J2/Q;30207 J2/Q21044;;
0004;21044;ROL 30207 J2 DI 35 DE 72 L 15;30207 J2/Q;30207 J2/Q21044;;
0009;21044;ROL 30207 J2 DI 35 DE 72 L 15;30207 J2/Q;30207 J2/Q21044;;
0014;21044;ROL 30207 J2 DI 35 DE 72 L 15;30207 J2/Q;30207 J2/Q21044;;
0017;21044;ROL 30207 J2 DI 35 DE 72 L 15;30207 J2/Q;30207 J2/Q21044;;
0024;21044;ROL 30207 J2 DI 35 DE 72 L 15;30207 J2/Q;30207 J2/Q21044;;
0026;21044;ROL 30207 J2 DI 35 DE 72 L 15;30207 J2/Q;30207 J2/Q21044;;
0031;21044;ROL 30207 J2 DI 35 DE 72 L 15;30207 J2/Q;30207 J2/Q21044;;
0032;21044;ROL 30207 J2 DI 35 DE 72 L 15;30207 J2/Q;30207 J2/Q21044;;
0145;21044;ROL 30207 J2 DI 35 DE 72 L 15;30207 J2/Q;30207 J2/Q21044;;
0187;21044;ROL 30207 J2 DI 35 DE 72 L 15;30207 J2/Q;30207 J2/Q21044;;
0188;21044;ROL 30207 J2 DI 35 DE 72 L 15;30207 J2/Q;30207 J2/Q21044;;
0189;21044;ROL 30207 J2 DI 35 DE 72 L 15;30207 J2/Q;30207 J2/Q21044;;
0190;21044;ROL 30207 J2 DI 35 DE 72 L 15;30207 J2/Q;30207 J2/Q21044;;
0002;104942;ROL ROLO CONICO 30206;30207 J2/Q;30207 J2/Q104942;;
0004;104942;ROL ROLO CONICO 30206;30207 J2/Q;30207 J2/Q104942;;
0009;104942;ROL ROLO CONICO 30206;30207 J2/Q;30207 J2/Q104942;;
0014;104942;ROL ROLO CONICO 30206;30207 J2/Q;30207 J2/Q104942;;
0017;104942;ROL ROLO CONICO 30206;30207 J2/Q;30207 J2/Q104942;;
0022;104942;ROL ROLO CONICO 30206;30207 J2/Q;30207 J2/Q104942;;
0024;104942;ROL ROLO CONICO 30206;30207 J2/Q;30207 J2/Q104942;;
0026;104942;ROL ROLO CONICO 30206;30207 J2/Q;30207 J2/Q104942;;
0029;104942;ROL ROLO CONICO 30206;30207 J2/Q;30207 J2/Q104942;;
0031;104942;ROL ROLO CONICO 30206;30207 J2/Q;30207 J2/Q104942;;
0032;104942;ROL ROLO CONICO 30206;30207 J2/Q;30207 J2/Q104942;;
0145;104942;ROL ROLO CONICO 30206;30207 J2/Q;30207 J2/Q104942;;
0148;104942;ROL ROLO CONICO 30206;30207 J2/Q;30207 J2/Q104942;;
0187;104942;ROL ROLO CONICO 30206;30207 J2/Q;30207 J2/Q104942;;
0188;104942;ROL ROLO CONICO 30206;30207 J2/Q;30207 J2/Q104942;;
0189;104942;ROL ROLO CONICO 30206;30207 J2/Q;30207 J2/Q104942;;
0190;104942;ROL ROLO CONICO 30206;30207 J2/Q;30207 J2/Q104942;;
0024;316106;Rolamento Gb Gb 30207;30207 J2/Q;30207 J2/Q316106;;
0188;316106;Rolamento Gb Gb 30207;30207 J2/Q;30207 J2/Q316106;;
0190;316106;Rolamento Gb Gb 30207;30207 J2/Q;30207 J2/Q316106;;
0002;17602;ROL 30205 A J2;30205 J2/Q;30205 J2/Q17602;;
0004;17602;ROL 30205 A J2;30205 J2/Q;30205 J2/Q17602;;
0009;17602;ROL 30205 A J2;30205 J2/Q;30205 J2/Q17602;;
0014;17602;ROL 30205 A J2;30205 J2/Q;30205 J2/Q17602;;
0017;17602;ROL 30205 A J2;30205 J2/Q;30205 J2/Q17602;;
0020;17602;ROL 30205 A J2;30205 J2/Q;30205 J2/Q17602;;
0022;17602;ROL 30205 A J2;30205 J2/Q;30205 J2/Q17602;;
0024;17602;ROL 30205 A J2;30205 J2/Q;30205 J2/Q17602;;
0026;17602;ROL 30205 A J2;30205 J2/Q;30205 J2/Q17602;;
0029;17602;ROL 30205 A J2;30205 J2/Q;30205 J2/Q17602;;
0031;17602;ROL 30205 A J2;30205 J2/Q;30205 J2/Q17602;;
0032;17602;ROL 30205 A J2;30205 J2/Q;30205 J2/Q17602;;
0002;56837;ROL ROLO 30205J P/CILIND FACAS ROTUL;30205 J2/Q;30205 J2/Q56837;;
0004;56837;ROL ROLO 30205J P/CILIND FACAS ROTUL;30205 J2/Q;30205 J2/Q56837;;
0009;56837;ROL ROLO 30205J P/CILIND FACAS ROTUL;30205 J2/Q;30205 J2/Q56837;;
0014;56837;ROL ROLO 30205J P/CILIND FACAS ROTUL;30205 J2/Q;30205 J2/Q56837;;
0017;56837;ROL ROLO 30205J P/CILIND FACAS ROTUL;30205 J2/Q;30205 J2/Q56837;;
0022;56837;ROL ROLO 30205J P/CILIND FACAS ROTUL;30205 J2/Q;30205 J2/Q56837;;
0024;56837;ROL ROLO 30205J P/CILIND FACAS ROTUL;30205 J2/Q;30205 J2/Q56837;;
0026;56837;ROL ROLO 30205J P/CILIND FACAS ROTUL;30205 J2/Q;30205 J2/Q56837;;
0029;56837;ROL ROLO 30205J P/CILIND FACAS ROTUL;30205 J2/Q;30205 J2/Q56837;;
0031;56837;ROL ROLO 30205J P/CILIND FACAS ROTUL;30205 J2/Q;30205 J2/Q56837;;
0032;56837;ROL ROLO 30205J P/CILIND FACAS ROTUL;30205 J2/Q;30205 J2/Q56837;;
0145;56837;ROL ROLO 30205J P/CILIND FACAS ROTUL;30205 J2/Q;30205 J2/Q56837;;
0187;56837;ROL ROLO 30205J P/CILIND FACAS ROTUL;30205 J2/Q;30205 J2/Q56837;;
0188;56837;ROL ROLO 30205J P/CILIND FACAS ROTUL;30205 J2/Q;30205 J2/Q56837;;
0189;56837;ROL ROLO 30205J P/CILIND FACAS ROTUL;30205 J2/Q;30205 J2/Q56837;;
0190;56837;ROL ROLO 30205J P/CILIND FACAS ROTUL;30205 J2/Q;30205 J2/Q56837;;
0004;115681;Rolamento Gb 30205;30205 J2/Q;30205 J2/Q115681;;
0014;115681;Rolamento Gb 30205;30205 J2/Q;30205 J2/Q115681;;
0017;115681;Rolamento Gb 30205;30205 J2/Q;30205 J2/Q115681;;
0022;115681;Rolamento Gb 30205;30205 J2/Q;30205 J2/Q115681;;
0026;115681;Rolamento Gb 30205;30205 J2/Q;30205 J2/Q115681;;
0029;115681;Rolamento Gb 30205;30205 J2/Q;30205 J2/Q115681;;
0187;115681;Rolamento Gb 30205;30205 J2/Q;30205 J2/Q115681;;
0002;5398;ROL 30204 J2;30204 J2/Q;30204 J2/Q5398;;
0004;5398;ROL 30204 J2;30204 J2/Q;30204 J2/Q5398;;
0014;5398;ROL 30204 J2;30204 J2/Q;30204 J2/Q5398;;
0017;5398;ROL 30204 J2;30204 J2/Q;30204 J2/Q5398;;
0026;5398;ROL 30204 J2;30204 J2/Q;30204 J2/Q5398;;
0029;5398;ROL 30204 J2;30204 J2/Q;30204 J2/Q5398;;
0187;5398;ROL 30204 J2;30204 J2/Q;30204 J2/Q5398;;
0002;48869;ROL ROLO CONICO 30204;30204 J2/Q;30204 J2/Q48869;;
0004;48869;ROL ROLO CONICO 30204;30204 J2/Q;30204 J2/Q48869;;
0009;48869;ROL ROLO CONICO 30204;30204 J2/Q;30204 J2/Q48869;;
0014;48869;ROL ROLO CONICO 30204;30204 J2/Q;30204 J2/Q48869;;
0017;48869;ROL ROLO CONICO 30204;30204 J2/Q;30204 J2/Q48869;;
0022;48869;ROL ROLO CONICO 30204;30204 J2/Q;30204 J2/Q48869;;
0024;48869;ROL ROLO CONICO 30204;30204 J2/Q;30204 J2/Q48869;;
0026;48869;ROL ROLO CONICO 30204;30204 J2/Q;30204 J2/Q48869;;
0029;48869;ROL ROLO CONICO 30204;30204 J2/Q;30204 J2/Q48869;;
0031;48869;ROL ROLO CONICO 30204;30204 J2/Q;30204 J2/Q48869;;
0032;48869;ROL ROLO CONICO 30204;30204 J2/Q;30204 J2/Q48869;;
0148;48869;ROL ROLO CONICO 30204;30204 J2/Q;30204 J2/Q48869;;
0190;48869;ROL ROLO CONICO 30204;30204 J2/Q;30204 J2/Q48869;;
0024;50960;ROL 30204 CZ;30204 J2/Q;30204 J2/Q50960;;
0026;50960;ROL 30204 CZ;30204 J2/Q;30204 J2/Q50960;;
0188;314141;ROLAMENTO GB 30204 J;30204 J2/Q;30204 J2/Q314141;;
0187;315215;Rolamento Gb 30204 J2;30204 J2/Q;30204 J2/Q315215;;
0002;31162;ROL 30203 DI 17 DE 40 L 11;30203 J2/Q;30203 J2/Q31162;;
0004;31162;ROL 30203 DI 17 DE 40 L 11;30203 J2/Q;30203 J2/Q31162;;
0009;31162;ROL 30203 DI 17 DE 40 L 11;30203 J2/Q;30203 J2/Q31162;;
0014;31162;ROL 30203 DI 17 DE 40 L 11;30203 J2/Q;30203 J2/Q31162;;
0017;31162;ROL 30203 DI 17 DE 40 L 11;30203 J2/Q;30203 J2/Q31162;;
0022;31162;ROL 30203 DI 17 DE 40 L 11;30203 J2/Q;30203 J2/Q31162;;
0024;31162;ROL 30203 DI 17 DE 40 L 11;30203 J2/Q;30203 J2/Q31162;;
0026;31162;ROL 30203 DI 17 DE 40 L 11;30203 J2/Q;30203 J2/Q31162;;
0029;31162;ROL 30203 DI 17 DE 40 L 11;30203 J2/Q;30203 J2/Q31162;;
0031;31162;ROL 30203 DI 17 DE 40 L 11;30203 J2/Q;30203 J2/Q31162;;
0032;31162;ROL 30203 DI 17 DE 40 L 11;30203 J2/Q;30203 J2/Q31162;;
0175;31162;ROL 30203 DI 17 DE 40 L 11;30203 J2/Q;30203 J2/Q31162;;
0187;313145;Rolamento Gb 30203 J2;30203 J2/Q;30203 J2/Q313145;;
0188;313145;Rolamento Gb 30203 J2;30203 J2/Q;30203 J2/Q313145;;
0189;313145;Rolamento Gb 30203 J2;30203 J2/Q;30203 J2/Q313145;;
0190;313145;Rolamento Gb 30203 J2;30203 J2/Q;30203 J2/Q313145;;
0014;10279;ROL 29412E;29412 E;29412 E10279;;
0017;10279;ROL 29412E;29412 E;29412 E10279;;
0002;132357;ROL AXIAL 29412 DIN728;29412 E;29412 E132357;;
0004;132357;ROL AXIAL 29412 DIN728;29412 E;29412 E132357;;
0009;132357;ROL AXIAL 29412 DIN728;29412 E;29412 E132357;;
0014;132357;ROL AXIAL 29412 DIN728;29412 E;29412 E132357;;
0017;132357;ROL AXIAL 29412 DIN728;29412 E;29412 E132357;;
0022;132357;ROL AXIAL 29412 DIN728;29412 E;29412 E132357;;
0024;132357;ROL AXIAL 29412 DIN728;29412 E;29412 E132357;;
0026;132357;ROL AXIAL 29412 DIN728;29412 E;29412 E132357;;
0029;132357;ROL AXIAL 29412 DIN728;29412 E;29412 E132357;;
0031;132357;ROL AXIAL 29412 DIN728;29412 E;29412 E132357;;
0032;132357;ROL AXIAL 29412 DIN728;29412 E;29412 E132357;;
0145;132357;ROL AXIAL 29412 DIN728;29412 E;29412 E132357;;
0175;132357;ROL AXIAL 29412 DIN728;29412 E;29412 E132357;;
0187;132357;ROL AXIAL 29412 DIN728;29412 E;29412 E132357;;
0188;132357;ROL AXIAL 29412 DIN728;29412 E;29412 E132357;;
0189;132357;ROL AXIAL 29412 DIN728;29412 E;29412 E132357;;
0190;132357;ROL AXIAL 29412 DIN728;29412 E;29412 E132357;;
0032;334692;ROLAMENTO 29328 E RED NOD 24293280 M;29328 E;29328 E334692;;
0002;18107;ROL K-2788/K-2720;2788/2720/QCL7C;2788/2720/QCL7C18107;;
0014;18107;ROL K-2788/K-2720;2788/2720/QCL7C;2788/2720/QCL7C18107;;
0032;334691;ROLAMENTO 23224 E RED NOD 24232241 M;23224 CC/W33;23224 CC/W33334691;;
0014;113307;ROL 23218 CJW33 C3;23218 CC/C3W33;23218 CC/C3W33113307;;
0017;113307;ROL 23218 CJW33 C3;23218 CC/C3W33;23218 CC/C3W33113307;;
0029;113307;ROL 23218 CJW33 C3;23218 CC/C3W33;23218 CC/C3W33113307;;
0014;357928;ROL 23218 CJW33 C3 301104244300;23218 CC/C3W33;23218 CC/C3W33357928;;
0002;17639;ROL 23136 SKF;23136 CC/W33;23136 CC/W3317639;;
0002;120433;ROL AUTO COMP ROLO 23132;23132 CC/W33;23132 CC/W33120433;;
0004;120433;ROL AUTO COMP ROLO 23132;23132 CC/W33;23132 CC/W33120433;;
0014;120433;ROL AUTO COMP ROLO 23132;23132 CC/W33;23132 CC/W33120433;;
0002;17391;ROL 2309 DI 45 DE 100 L 36;2309 ETN9;2309 ETN917391;;
0004;17391;ROL 2309 DI 45 DE 100 L 36;2309 ETN9;2309 ETN917391;;
0009;17391;ROL 2309 DI 45 DE 100 L 36;2309 ETN9;2309 ETN917391;;
0014;17391;ROL 2309 DI 45 DE 100 L 36;2309 ETN9;2309 ETN917391;;
0017;17391;ROL 2309 DI 45 DE 100 L 36;2309 ETN9;2309 ETN917391;;
0022;17391;ROL 2309 DI 45 DE 100 L 36;2309 ETN9;2309 ETN917391;;
0024;17391;ROL 2309 DI 45 DE 100 L 36;2309 ETN9;2309 ETN917391;;
0026;17391;ROL 2309 DI 45 DE 100 L 36;2309 ETN9;2309 ETN917391;;
0029;17391;ROL 2309 DI 45 DE 100 L 36;2309 ETN9;2309 ETN917391;;
0031;17391;ROL 2309 DI 45 DE 100 L 36;2309 ETN9;2309 ETN917391;;
0032;17391;ROL 2309 DI 45 DE 100 L 36;2309 ETN9;2309 ETN917391;;
0004;54152;ROL 2309 DI 45 DE 100 L 36;2309 ETN9;2309 ETN954152;;
0009;54152;ROL 2309 DI 45 DE 100 L 36;2309 ETN9;2309 ETN954152;;
0024;54152;ROL 2309 DI 45 DE 100 L 36;2309 ETN9;2309 ETN954152;;
0026;54152;ROL 2309 DI 45 DE 100 L 36;2309 ETN9;2309 ETN954152;;
0032;54152;ROL 2309 DI 45 DE 100 L 36;2309 ETN9;2309 ETN954152;;
0188;326813;ROLAMENTO 2309 - NSK;2309 ETN9;2309 ETN9326813;;
0032;334690;ROLAMENTO 23060 E RED NOD 24230600 M;23060 CC/W33;23060 CC/W33334690;;
0009;105593;ROL 2304 2RS;2304 E-2RS1TN9;2304 E-2RS1TN9105593;;
0187;315315;Rolamento RB 2304 E2RS1;2304 E-2RS1TN9;2304 E-2RS1TN9315315;;
0014;356671;ROLAMENTO 23030 EA W33 C3 SNR ULTAGE M;23030 CC/C3W33;23030 CC/C3W33356671;;
0002;13311;ROL 23032RS1 DI 17 DE 47 L 19;2303 E-2RS1TN9;2303 E-2RS1TN913311;;
0004;13311;ROL 23032RS1 DI 17 DE 47 L 19;2303 E-2RS1TN9;2303 E-2RS1TN913311;;
0009;13311;ROL 23032RS1 DI 17 DE 47 L 19;2303 E-2RS1TN9;2303 E-2RS1TN913311;;
0014;13311;ROL 23032RS1 DI 17 DE 47 L 19;2303 E-2RS1TN9;2303 E-2RS1TN913311;;
0017;13311;ROL 23032RS1 DI 17 DE 47 L 19;2303 E-2RS1TN9;2303 E-2RS1TN913311;;
0022;13311;ROL 23032RS1 DI 17 DE 47 L 19;2303 E-2RS1TN9;2303 E-2RS1TN913311;;
0024;13311;ROL 23032RS1 DI 17 DE 47 L 19;2303 E-2RS1TN9;2303 E-2RS1TN913311;;
0026;13311;ROL 23032RS1 DI 17 DE 47 L 19;2303 E-2RS1TN9;2303 E-2RS1TN913311;;
0029;13311;ROL 23032RS1 DI 17 DE 47 L 19;2303 E-2RS1TN9;2303 E-2RS1TN913311;;
0031;13311;ROL 23032RS1 DI 17 DE 47 L 19;2303 E-2RS1TN9;2303 E-2RS1TN913311;;
0032;13311;ROL 23032RS1 DI 17 DE 47 L 19;2303 E-2RS1TN9;2303 E-2RS1TN913311;;
0189;13311;ROL 23032RS1 DI 17 DE 47 L 19;2303 E-2RS1TN9;2303 E-2RS1TN913311;;
0188;326799;ROLAMENTO 23024 JW33 - RHP;23024 CC/W33;23024 CC/W33326799;;
0014;353408;ROLAMENTO 23024 7316576654879 M;23024 CC/W33;23024 CC/W33353408;;
0002;115985;ROL A/C.R.23024 C3/W33;23024 CC/C3W33;23024 CC/C3W33115985;;
0004;115985;ROL A/C.R.23024 C3/W33;23024 CC/C3W33;23024 CC/C3W33115985;;
0009;115985;ROL A/C.R.23024 C3/W33;23024 CC/C3W33;23024 CC/C3W33115985;;
0014;115985;ROL A/C.R.23024 C3/W33;23024 CC/C3W33;23024 CC/C3W33115985;;
0017;115985;ROL A/C.R.23024 C3/W33;23024 CC/C3W33;23024 CC/C3W33115985;;
0022;115985;ROL A/C.R.23024 C3/W33;23024 CC/C3W33;23024 CC/C3W33115985;;
0024;115985;ROL A/C.R.23024 C3/W33;23024 CC/C3W33;23024 CC/C3W33115985;;
0026;115985;ROL A/C.R.23024 C3/W33;23024 CC/C3W33;23024 CC/C3W33115985;;
0029;115985;ROL A/C.R.23024 C3/W33;23024 CC/C3W33;23024 CC/C3W33115985;;
0188;326798;ROLAMENTO 23024 CC/C3W33 - SKF;23024 CC/C3W33;23024 CC/C3W33326798;;
0014;350385;ROL A/C.R.23024 C3/W33 301104241893 M;23024 CC/C3W33;23024 CC/C3W33350385;;
0032;334689;ROLAMENTO 22328 E RED NOD 24223281 M;22328 CC/W33;22328 CC/W33334689;;
0032;334688;ROLAMENTO 22326 E RED NOD 24223261 M;22326 CC/W33;22326 CC/W33334688;;
0032;340289;ROLAMENTO 22326 E RED NOD 24223261 M;22326 CC/W33;22326 CC/W33340289;;
0187;315337;Rolamento Rf 22322 E;22322 E;22322 E315337;;
0032;334687;ROLAMENTO 22320 E RED NOD 24223201 M;22320 E;22320 E334687;;
0190;312580;ROLAMENTO RF 22317 JW33;22317 E;22317 E312580;;
0002;4208;ROL 22314C;22314 E;22314 E4208;;
0004;4208;ROL 22314C;22314 E;22314 E4208;;
0009;4208;ROL 22314C;22314 E;22314 E4208;;
0014;4208;ROL 22314C;22314 E;22314 E4208;;
0017;4208;ROL 22314C;22314 E;22314 E4208;;
0020;4208;ROL 22314C;22314 E;22314 E4208;;
0022;4208;ROL 22314C;22314 E;22314 E4208;;
0024;4208;ROL 22314C;22314 E;22314 E4208;;
0026;4208;ROL 22314C;22314 E;22314 E4208;;
0029;4208;ROL 22314C;22314 E;22314 E4208;;
0031;4208;ROL 22314C;22314 E;22314 E4208;;
0032;4208;ROL 22314C;22314 E;22314 E4208;;
0145;4208;ROL 22314C;22314 E;22314 E4208;;
0175;4208;ROL 22314C;22314 E;22314 E4208;;
0186;4208;ROL 22314C;22314 E;22314 E4208;;
0187;4208;ROL 22314C;22314 E;22314 E4208;;
0188;4208;ROL 22314C;22314 E;22314 E4208;;
0189;4208;ROL 22314C;22314 E;22314 E4208;;
0190;4208;ROL 22314C;22314 E;22314 E4208;;
0002;225478;ROL 22313 CCK (3ø);22313 EK/C3;22313 EK/C3225478;;
0002;18270;ROL 22313 CCK;22313 EK;22313 EK18270;;
0024;18270;ROL 22313 CCK;22313 EK;22313 EK18270;;
0190;326511;Rolamento Rf 22313 Cde4S11K;22313 EK;22313 EK326511;;
0002;225479;ROL 22313CCC3W33 DI 65 DE 140 L 48 (3ø);22313 E/C3;22313 E/C3225479;;
0188;326225;Rolamento RF 22313 2Z;22313 E/C3;22313 E/C3326225;;
0187;325136;Rolamento Rf 22313 E;22313 E;22313 E325136;;
0190;325136;Rolamento Rf 22313 E;22313 E;22313 E325136;;
0014;141243;ROL 22312 E1K C3;22312 EK/C3;22312 EK/C3141243;;
0002;225477;ROL 22312 CC 1787410410 (3ø);22312 E/C3;22312 E/C3225477;;
0002;17861;ROL 22312 CC;22312 E;22312 E17861;;
0187;325135;Rolamento Rf 22312 E;22312 E;22312 E325135;;
0189;253440;ROLAMENTO RF 22311 K;22311 EK;22311 EK253440;;
0002;225476;ROL 22310 CCW33 5745000186 (3ø);22310 E/C3;22310 E/C3225476;;
0187;314556;Rolamento Rf 22310 E;22310 E;22310 E314556;;
0002;17752;ROL 22309CCK;22309 EK;22309 EK17752;;
0004;17752;ROL 22309CCK;22309 EK;22309 EK17752;;
0017;17752;ROL 22309CCK;22309 EK;22309 EK17752;;
0002;317787;ROLAMENTO 22308 CC/W33 - SKF;22308 E;22308 E317787;;
0004;317787;ROLAMENTO 22308 CC/W33 - SKF;22308 E;22308 E317787;;
0009;317787;ROLAMENTO 22308 CC/W33 - SKF;22308 E;22308 E317787;;
0014;317787;ROLAMENTO 22308 CC/W33 - SKF;22308 E;22308 E317787;;
0017;317787;ROLAMENTO 22308 CC/W33 - SKF;22308 E;22308 E317787;;
0024;317787;ROLAMENTO 22308 CC/W33 - SKF;22308 E;22308 E317787;;
0026;317787;ROLAMENTO 22308 CC/W33 - SKF;22308 E;22308 E317787;;
0031;317787;ROLAMENTO 22308 CC/W33 - SKF;22308 E;22308 E317787;;
0032;317787;ROLAMENTO 22308 CC/W33 - SKF;22308 E;22308 E317787;;
0145;317787;ROLAMENTO 22308 CC/W33 - SKF;22308 E;22308 E317787;;
